symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
FCGR3B	0.011690632092243084	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09615101042891798	No data	No data	No data	1	1	0	0	0	0	No data	0.7185872056678475	0	0	No data	No data	-0.9248925	0.5	0
FCGR3A	0.011690632092243084	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09615101042891798	No data	No data	0.5	1	1	0	0	0	0	No data	0.6125234423838299	0	0	No data	No data	-0.72441	0.5	-1
SSTR2	0.011621233208418956	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09558023095782708	No data	No data	1	0	0	1	1	0	0.6883450000000003	0	-0.32840175036465935	-0.8461352278195441	0	No data	No data	0	0.5	0
CORT	0.011621233208418956	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09558023095782708	No data	No data	No data	0	1	0	0	0	0	No data	0.9718691394040424	-0.26913066249445006	0	No data	No data	0	1	0.5
ITGB2	0.011613636289183769	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09551774918140589	No data	No data	1	1	0	1	1	0	0.031210000000000092	No data	0.09908314232131699	-0.8694545863625888	0	No data	No data	0	0.5	-1
ADA	0.011587971021497334	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09530666209890186	No data	No data	1	1	0	1	1	0	0.035815000000000194	0	0.4715565742863097	-0.9518404328861754	0	No data	No data	0	0.75	0
KIR3DS1	0.011497514047426969	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09456268783056619	No data	No data	No data	1	0	0	0	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
JMY	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	0	0	0	0	0	0.35222499999999995	No data	-0.7303604917691185	No data	0	No data	No data	0	-1	-1
FBL	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	0	0	0	0	0	0.8130850000000003	No data	-0.8311106480516774	No data	-1	No data	No data	-0.40809999999999996	-1	-1
PPARGC1B	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	0	0	0	0	0	0	No data	-0.6655553240258387	-0.9056336397201861	0	No data	No data	0	0.5	0
CXCL10	0.011436443281076606	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09406040396379804	No data	No data	0.5	0	1	1	0	1	0	No data	0.11648260054177961	-0.23265234396795703	0	-1	No data	0	0.5	0
ITGAL	0.01142617717400203	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09397596913079642	No data	No data	1	1	0	1	1	1	0	1	-0.6129401958741405	-0.2994873857775432	0	No data	No data	0	0.5	0
ALPL	0.01142617717400203	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09397596913079642	No data	No data	No data	0	0	1	1	0	0.4942749999999997	0	-0.26640966868097515	-0.8852617186241803	0	No data	No data	0	0.5	-1
VIM	0.011358077499782964	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09341587516544207	No data	No data	0.5	0	0	0	0	1	0.8712449999999997	No data	-0.5950197957907897	-0.908290452676867	0	No data	No data	-0.028969999999999985	-1	-1
MTHFR	0.011313249996181706	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09304718596777867	No data	No data	No data	0	0	0	0	0	0.5045749999999998	No data	0.014065430297978798	-0.75257434052664	0	-1	No data	0	-1	-1
C4A	0.011107401978593119	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09135416417650488	No data	No data	No data	0	1	0	0	0	0	No data	0.5740779329026882	-0.8580026181097578	No data	No data	No data	-0.9856649999999998	0.5	0
TGFB3	0.011087395640541056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174317	No data	No data	1	0	1	0	0	0	0.8786400000000001	No data	-0.7970410502187956	-0.9272550592074086	0	No data	No data	0	-1	-1
PIEZO2	0.011087395640541052	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174316	No data	No data	No data	1	0	0	0	0	0.48516499999999996	No data	-0.6656595123984164	-0.49707075244596194	No data	No data	No data	0	0.5	0
PSORS1C1	0.011087395640541052	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174316	No data	No data	No data	0	0	0	0	0	No data	No data	0.8833090227130653	No data	0	-1	No data	No data	1	0.5
UGT2B17	0.011087395640541052	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174316	No data	No data	No data	0	0	1	0	0	No data	No data	0.17545321942071257	No data	0	No data	No data	-0.8537724999999998	0.75	0.5
PDCD10	0.011087395640541052	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174316	No data	No data	No data	1	0	0	0	0	0.976415	No data	-0.721191914982288	-0.8243930008423334	0	No data	No data	No data	-1	-1
IL5	0.011087395640541052	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174316	No data	No data	1	0	1	0	1	0	0	No data	0.5818920608460096	-0.6249112745509185	0	No data	No data	No data	1	1
CD276	0.011056597319317327	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09093631514273831	No data	No data	0.5	0	0	0	0	0	0	No data	0.2922483850802251	-0.19367094385831896	0	No data	No data	0	-1	0
CYP2D6	0.011056597319317327	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09093631514273831	No data	No data	No data	0	0	1	1	1	0	0	0.976140862679725	0	0	-1	No data	0	1	0.5
CTSK	0.011056597319317327	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09093631514273831	No data	No data	0.75	0	0	1	1	1	0.3009099999999997	1	0.03729943738278818	-0.2967919161343213	0	No data	No data	0	0.5	-1
HLA-A	0.010958008155525379	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09012545670145455	No data	No data	No data	1	0	1	1	0	0	No data	-0.19108147530735575	-0.26371011835812697	0	-1	No data	-0.6164375	-1	0
H19	0.010882073499049552	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08950092298171088	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
STAT4	0.01088207349904955	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08950092298171086	No data	No data	No data	0	0	0	1	0	0.7393050000000002	No data	-0.6938945613669514	-0.6979722743392575	0	No data	No data	0	0.5	-1
GSN	0.010717815785856354	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08814996565368506	No data	No data	No data	0	1	0	0	0	0.7400799999999996	No data	-0.09210252135861641	-0.8743697391101803	0	No data	No data	0	0.5	-1
HRH4	0.010717815785856354	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08814996565368506	No data	No data	0.5	1	0	1	1	0	0	1	0.5684517607834965	-0.6012019197305746	0	No data	No data	0	No data	No data
GRN	0.010717815785856354	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08814996565368506	No data	No data	No data	0	1	1	1	0	0	0	-0.5191706605542821	-0.9474137607960555	0	No data	No data	No data	-1	-1
ALKBH5	0.010717815785856353	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08814996565368505	No data	No data	No data	0	0	1	1	0	0.8604050000000001	0	-0.6994165451135653	0	0	No data	No data	No data	0.5	-1
TRAF2	0.010717815785856353	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08814996565368505	No data	No data	No data	0	0	0	0	1	0.34131500000000015	No data	-0.9633256928526777	-0.8073796708512728	0	No data	No data	0	-1	-1
MAK16	0.010717815785856353	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08814996565368505	No data	No data	No data	0	0	0	0	0	0.45	No data	-0.7175453219420713	No data	-1	No data	No data	No data	-1	-1
RBMS3	0.010717815785856353	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08814996565368505	No data	No data	No data	0	0	0	0	0	0.38215000000000005	No data	-0.5534486351323192	No data	0	No data	No data	-0.1876425000000001	-1	0
SRRM2	0.010717815785856353	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08814996565368505	No data	No data	No data	0	0	0	0	0	0.3168599999999998	No data	-0.9678057928735153	-0.022060910089015118	-1	No data	No data	0	-1	-1
PNO1	0.010717815785856353	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08814996565368505	No data	No data	No data	0	0	0	0	0	0.5634900000000002	No data	-0.293915399041467	No data	-1	No data	No data	No data	-1	-1
PTBP1	0.010717815785856353	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08814996565368505	No data	No data	No data	0	0	0	1	0	0.6229799999999998	0	-0.9148780996040842	No data	0	No data	No data	-0.3357275000000001	-1	-1
CXCR4	0.01054082809989068	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08669430913273724	No data	No data	1	1	0	1	1	1	0.5596600000000003	0	0.1749322775578246	-0.9769994957769043	0	No data	-1	0	0.5	-1
S100A8	0.010420098680693674	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08570135549663825	No data	No data	No data	0	1	0	0	0	0	No data	0.8073556991039801	No data	0	No data	No data	0	0.5	-1
ESR1	0.010398309907605518	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08552215111043376	No data	No data	1	0	0	1	1	1	0.4789900000000003	1	-0.8989372785997083	-0.9364443123240842	0	-1	-1	0	0.5	0
AQP1	0.010348235931171651	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08511031166562696	No data	No data	No data	1	0	0	1	1	0.7026000000000003	No data	-0.035528235048968515	-0.8556685784825707	0	-1	No data	0	0.5	0
BMPR2	0.010348235931171651	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08511031166562696	No data	No data	1	1	0	1	1	0	0.8314050000000002	0	-0.8974786413836215	-0.9581173383248676	0	No data	No data	0	-1	-1
EGF	0.010348235931171651	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08511031166562696	No data	No data	No data	0	0	0	0	0	0	No data	-0.2085851219003959	0	0	-1	No data	0	0.75	0
LRP5	0.010348235931171651	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08511031166562696	No data	No data	No data	0	0	0	0	0	0.6935000000000002	No data	-0.7024380079183163	-0.9402054923326741	0	No data	No data	-0.24922499999999986	0.5	-1
LGR6	0.010348235931171651	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08511031166562696	No data	No data	No data	1	0	0	0	0	0.5087899999999997	No data	-0.33434048760158364	-0.6519050614829119	0	No data	No data	0	0.5	0
EDN1	0.010348235931171651	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08511031166562696	No data	No data	No data	0	1	0	0	0	0	No data	-0.3401750364659304	-0.9480382387301963	0	-1	No data	0	0.5	-1
HDAC4	0.010348235931171651	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08511031166562696	No data	No data	1	0	0	1	1	0	0.6602400000000003	No data	-0.9979162325484476	-0.7251321466631494	0	No data	No data	-0.008264999999999922	0.5	0
CP	0.010294441530100878	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08466787314069849	No data	No data	No data	0	1	0	0	1	0.1314549999999997	No data	-0.3236090852260888	-0.918983193745192	0	No data	No data	0	1	0
ATF6	0.0102455748604259	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0842659633356108	No data	No data	No data	0	0	0	0	0	0.2537300000000002	No data	-0.2610960616795166	-0.7526839331667914	0	-1	No data	0	-1	-1
HLA-E	0.01019937737859031	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08388600658710353	No data	No data	No data	1	1	0	0	1	No data	No data	-0.3613252760991873	-0.7083540278506878	0	No data	No data	-0.44133999999999995	-1	0
MYC	0.010153179896754724	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08350604983859627	No data	No data	No data	0	0	1	1	0	0.4933900000000001	No data	-0.9280058345488643	-0.9478461266746987	-1	-1	No data	0	0.5	0
GH1	0.01014291378968015	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08342161500559467	No data	No data	No data	0	1	0	0	0	0	No data	0.002708897687018208	-0.9000861059140658	0	No data	No data	-0.8271899999999999	1	0
PPM1A	0.010109651602758526	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08314804614666943	No data	No data	No data	1	0	0	1	1	0.9083750000000002	No data	-0.9321733694519692	-0.16068148577515484	0	-1	No data	-0.39790500000000006	0.5	-1
CD19	0.010047426423143244	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08263626766908823	No data	No data	1	1	0	0	0	0	0	No data	-0.6839966659720775	-0.7054714773459061	0	No data	No data	No data	0.75	0.5
IL2RB	0.010030937173431934	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08031947924111536	0.008724682437986835	No data	1	1	0	0	0	0	0	No data	-0.50218795582413	-0.7368998508903792	0	No data	No data	0	0.5	0
EBI3	0.010010548285174243	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08233295898565021	No data	No data	No data	0	1	0	0	0	0	No data	-0.08491352365076055	-0.6253340692481657	0	No data	No data	0	1	0
DUSP22	0.009988922183561523	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08215509251057046	No data	No data	No data	0	0	1	1	0	0.5365850000000002	No data	0.031152323400708504	-0.709021764801829	0	No data	No data	0	-1	-1
SPI1	0.009988922183561523	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08215509251057046	No data	No data	No data	0	0	0	0	0	0.24074000000000026	No data	-0.8329860387580745	-0.9419205476379722	0	No data	No data	0	0.75	0
WNK1	0.00997865607648695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08207065767756885	No data	No data	No data	0	0	1	1	0	0.009235000000000326	No data	-0.9611377370285477	-0.9581968222751169	-1	No data	No data	0	-1	-1
GORASP1	0.00997865607648695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08207065767756885	No data	No data	No data	0	0	0	0	0	0.136365	No data	-0.290893936236716	0	0	No data	No data	0	-1	-1
SYT1	0.00997865607648695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08207065767756885	No data	No data	No data	0	0	0	0	1	0.8815150000000003	No data	-0.5578245467805794	-0.7722134853303799	0	-1	No data	-0.38388750000000016	0.75	0
MT1A	0.00997865607648695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08207065767756885	No data	No data	No data	No data	No data	0	0	0	No data	No data	0.9296728485101062	No data	0	No data	No data	-0.7540975	0.5	0
CHIT1	0.00997865607648695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08207065767756885	No data	No data	No data	0	1	1	1	1	0	No data	0.4878099604084185	0	0	No data	No data	0	0.5	0
RELA	0.00997865607648695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08207065767756885	No data	No data	0.75	0	0	1	1	0	0.43738499999999975	0	-0.9095644926026255	-0.9429025952277145	0	-1	No data	0	-1	-1
TNFAIP8L2	0.00997865607648695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08207065767756885	No data	No data	No data	0	0	0	0	0	0.7010849999999997	No data	0.8079808293394457	-0.7967989117882257	0	No data	No data	0	0.5	0
AICDA	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	No data	0	0	0	0	0	0.6212099999999999	No data	0.4791623254844759	-0.49496960349465574	0	No data	No data	0	1	0.5
CPQ	0.009754238975836738	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08022491222815356	No data	No data	No data	0	1	0	0	0	0.385595	No data	0.597416128360075	0	0	No data	No data	No data	0.5	-1
CAT	0.009686277347003051	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07966595363368287	No data	No data	No data	0	0	0	1	1	0.46869000000000016	No data	0.17743279849968752	-0.7483452599515245	0	-1	No data	No data	0.5	-1
TGM2	0.009678475105626375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07960178316060165	No data	No data	No data	1	1	1	1	1	0.20669499999999985	No data	0.3325692852677642	-0.9056782173592794	0	No data	No data	0	0.5	-1
TIMP1	0.009660406757175125	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07945317785451882	No data	No data	No data	0	1	0	0	0	0	No data	-0.15617837049385286	-0.903073488581402	0	-1	No data	0	0.5	-1
ABCC11	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	1	0	0	0	0	No data	No data	0.38549697853719533	No data	0	-1	No data	0	1	0.5
NAT1	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	0	1	1	1	0.10345000000000013	No data	0.9087309856220045	-0.20363345368340835	0	No data	No data	-0.5172425	-1	0
BCL11B	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	0	0	0	0	0.6700200000000003	No data	-0.782663054803084	-0.8417007939539917	0	No data	No data	0	0.75	0
ABCC8	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	1	0	0	1	1	0	0.7722949999999997	1	-0.17920400083350696	-0.26361421568161597	0	-1	No data	-0.19512999999999997	0.75	0
BMP8A	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	1	0	0	0	No data	No data	0.4962492185872056	0	0	No data	No data	-0.9564675000000001	1	0
FOLH1	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	1	1	0	1	1	1	0.2600000000000001	No data	-0.2072306730568868	-0.8577829249959026	0	-1	No data	-0.2	0.5	0
MMP9	0.009578277900578523	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0787776991905059	No data	No data	0.75	0	1	1	1	1	0	No data	0.35465722025421953	-0.9750241352135316	0	-1	No data	0	0.75	0
NOG	0.009568011793503948	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07869326435750429	No data	No data	No data	0	1	0	0	0	0.956895	No data	-0.6057511981662846	-0.9448492943376499	0	No data	No data	No data	0.5	0.5
MMP2	0.009555281820731473	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07858856516458228	No data	No data	0.75	0	1	1	1	1	0.7954549999999998	0	-0.6732652635965826	-0.9224981355442149	0	-1	No data	0	0.5	-1
HP	0.009503575554217613	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07816330075359178	No data	No data	No data	0	1	0	0	0	0	No data	0.13565326109606168	-0.7744650547240031	0	No data	No data	-0.45197000000000004	1	0
IL1R1	0.009496149043981921	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07810222052649297	No data	No data	1	1	1	1	1	0	0	No data	-0.49010210460512604	-0.9171605445779452	0	No data	No data	0	-1	-1
PIEZO1	0.009424286294459896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07751117669548169	No data	No data	No data	1	0	0	0	0	0.10551499999999976	No data	-0.3994582204625964	-0.9186887567382526	0	No data	No data	0	-1	0
BSG	0.009424286294459896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07751117669548169	No data	No data	0.75	0	0	0	0	1	0	No data	0.06657637007709938	-0.8898127766023289	0	No data	No data	0	-1	-1
CYP2C9	0.009424286294459896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07751117669548169	No data	No data	No data	1	0	1	1	1	No data	0	0.540633465305272	-0.32065966501967275	0	-1	No data	-0.785715	1	0.5
KCNJ15	0.009403754080310744	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07734230702947845	No data	No data	No data	1	0	0	0	0	0.813335	No data	-0.10220879349864553	0	0	No data	No data	-0.026667499999999934	0.5	0
DPP4	0.009403754080310744	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07734230702947845	No data	No data	1	1	1	1	1	1	0.22323999999999983	1	-0.35903313190247965	-0.8838622041060981	0	No data	No data	0	0.5	0
CXCR6	0.009403754080310744	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07734230702947845	No data	No data	No data	1	0	1	1	0	0	No data	0.6536778495519899	0	0	No data	No data	0	0.5	0
MT-CO1	0.009403754080310744	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07734230702947845	No data	No data	No data	0	0	0	1	0	0.54191	No data	No data	-0.8948165227487642	No data	No data	No data	No data	0.5	-1
ISG20	0.009403754080310744	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07734230702947845	No data	No data	No data	0	0	0	0	0	0	No data	0.7500520941862887	No data	0	No data	No data	0	0.5	0
TOB1	0.009239496367117545	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07599134970145263	No data	No data	No data	0	0	0	0	0	0.8260849999999997	No data	-0.7407793290268806	0	0	No data	No data	0	-1	-1
ANXA2	0.009239496367117545	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07599134970145263	No data	No data	No data	1	1	0	1	1	0.8820050000000001	No data	-0.1270056261721192	-0.6417722375787301	0	No data	No data	0	0.5	-1
PIK3CA	0.009239496367117545	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07599134970145263	No data	No data	1	0	0	1	1	1	0.9344549999999998	1	-0.9689518649718691	-0.9497914136347615	0	-1	-1	0	-1	-1
